"","pctyes","year","leaid","stabbr","votesharereqd","margin","passbond","holdbond","cap_exp","l1cap_exp","l2cap_exp","f1cap_exp","f2cap_exp","f3cap_exp","f4cap_exp","f5cap_exp","f6cap_exp","noncap_exp","l1noncap_exp","l2noncap_exp","f1noncap_exp","f2noncap_exp","f3noncap_exp","f4noncap_exp","f5noncap_exp","f6noncap_exp","l1passbond","l2passbond","f1passbond","f2passbond","f3passbond","f4passbond","f5passbond","f6passbond","l1holdbond","l2holdbond","f1holdbond","f2holdbond","f3holdbond","f4holdbond","f5holdbond","f6holdbond"
"7153",0.519898414611816,1992,5503660,"WI",0.5,0.019898415,1,1,921.19409,NA,246.31317,NA,NA,663.6908,702.51825,1747.8943,6066.3345,7844.5801,NA,7763.7915,NA,NA,8671.0781,8425.2568,8793.0469,9906.3613,NA,0,NA,NA,0,1,0,0,NA,0,NA,NA,1,1,0,0
"7154",0.43148148059845,1995,5503660,"WI",0.5,-0.068518519,0,1,663.6908,NA,NA,702.51825,1747.8943,6066.3345,1568.4104,384.31693,708.63141,8671.0781,NA,NA,8425.2568,8793.0469,9906.3613,9867.1582,10069.104,10944.993,NA,NA,1,0,0,0,0,0,NA,NA,1,0,0,0,0,0
"7155",0.646058738231659,1996,5503660,"WI",0.5,0.14605874,1,1,702.51825,663.6908,NA,1747.8943,6066.3345,1568.4104,384.31693,708.63141,366.1264,8425.2568,8671.0781,NA,8793.0469,9906.3613,9867.1582,10069.104,10944.993,11072.344,0,NA,0,0,0,0,0,0,1,NA,0,0,0,0,0,0
"7158",0.400568187236786,2006,5503660,"WI",0.5,-0.099431813,0,1,297.56653,1039.2518,1539.8878,258.63474,470.06259,666.14105,977.99432,523.87122,703.52472,11638.157,11925.639,11659.392,11669.171,11658.002,12061.389,12563.467,12492.894,11866.861,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
"7159",0.448858439922333,2007,5503660,"WI",0.5,-0.05114156,0,1,258.63474,297.56653,1039.2518,470.06259,666.14105,977.99432,523.87122,703.52472,590.66693,11669.171,11638.157,11925.639,11658.002,12061.389,12563.467,12492.894,11866.861,11542.069,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"7163",0.404965758323669,2011,5503690,"WI",0.5,-0.095034242,0,1,944.72046,331.98306,907.76044,189.39641,1157.264,487.2778,99.964149,280.72168,11508.786,14384.213,14813.526,14101.303,14481.476,14598.011,14678.19,13718.608,13416.297,14003.644,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"7165",0.515267193317413,2016,5503690,"WI",0.5,0.015267193,1,1,280.72168,99.964149,487.2778,11508.786,NA,NA,NA,NA,NA,13416.297,13718.608,14678.19,14003.644,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA
"7166",0.49193549156189,2000,5503750,"WI",0.5,-0.0080645084,0,1,777.57794,965.14453,620.61871,423.09821,723.88745,457.61697,179.20511,368.17624,401.91245,9749.6309,10409.773,11751.715,11521.29,10370.795,11608.218,13156.642,14108.515,13055.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7167",0.456000000238419,2017,5503750,"WI",0.5,-0.044,0,1,472.11633,2116.7161,749.58539,NA,NA,NA,NA,NA,NA,15668.36,17440.391,17471.953,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"7168",0.63457328081131,1999,5503810,"WI",0.5,0.13457328,1,1,473.80786,482.82455,626.01691,9992.8408,1657.3304,404.81677,412.75256,242.241,557.06665,12813.987,12347.26,12280.186,12637.497,13674.222,14637.976,14578.92,13110.083,12790.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7169",0.537190079689026,1994,5503840,"WI",0.5,0.03719008,1,1,336.77026,NA,996.07324,986.1087,6049.5552,1692.4158,536.37122,503.16406,649.27783,12270.042,NA,11547.67,12852.116,13255.17,13447.907,13562.529,12910.976,13093.965,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
"7170",0.459246575832367,2014,5503840,"WI",0.5,-0.040753424,0,1,424.31992,299.18106,241.74564,42.364109,9472.165,5942.2764,NA,NA,NA,14154.502,14768.984,14842.47,14832.146,13498.503,13927.177,NA,NA,NA,0,0,1,0,0,NA,NA,NA,0,0,1,0,0,NA,NA,NA
"7171",0.567120611667633,2015,5503840,"WI",0.5,0.067120612,1,1,42.364109,424.31992,299.18106,9472.165,5942.2764,NA,NA,NA,NA,14832.146,14154.502,14768.984,13498.503,13927.177,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA
"7173",0.612463891506195,1995,5503860,"WI",0.5,0.11246389,1,1,1692.5999,NA,NA,985.65271,6767.9087,1582.53,766.19592,338.13345,347.41101,11574.788,NA,NA,12150.879,12581.689,13078.752,13179.881,13459.922,13954.191,NA,NA,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0
"7174",0.400990098714828,1998,5503860,"WI",0.5,-0.099009901,0,1,1582.53,6767.9087,985.65271,766.19592,338.13345,347.41101,318.94678,435.49448,413.3688,13078.752,12581.689,12150.879,13179.881,13459.922,13954.191,14429.406,14949.016,15708.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"7176",0.587499976158142,1994,5504020,"WI",0.5,0.087499976,1,1,1547.9919,NA,320.16187,1088.8433,600.30035,448.93329,1218.9332,10147.755,3411.801,8889.0264,NA,7417.2422,8944.3418,9344.2979,9389.7266,9167.5918,10591.69,10489.25,NA,0,0,0,1,0,0,0,NA,0,0,1,1,0,0,0
"7178",0.554189920425415,1997,5504020,"WI",0.5,0.05418992,1,1,448.93329,600.30035,1088.8433,1218.9332,10147.755,3411.801,360.18973,371.30408,576.6651,9389.7266,9344.2979,8944.3418,9167.5918,10591.69,10489.25,10933.015,11091.052,11552.665,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7179",0.46939080953598,2012,5504020,"WI",0.5,-0.03060919,0,1,735.84412,650.56305,289.4595,339.60199,352.01877,295.79224,5668.2568,9431.332,NA,12314.26,12587.409,12462.913,12121.279,12429.475,12261.232,13220.521,13120.834,NA,0,0,0,0,1,0,0,NA,0,0,1,1,1,0,0,NA
"7181",0.465044558048248,2014,5504020,"WI",0.5,-0.034955442,0,1,352.01877,339.60199,735.84412,295.79224,5668.2568,9431.332,NA,NA,NA,12429.475,12121.279,12314.26,12261.232,13220.521,13120.834,NA,NA,NA,0,0,1,0,0,NA,NA,NA,1,1,1,0,0,NA,NA,NA
"7182",0.567246377468109,2015,5504020,"WI",0.5,0.067246377,1,1,295.79224,352.01877,339.60199,5668.2568,9431.332,NA,NA,NA,NA,12261.232,12429.475,12121.279,13220.521,13120.834,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,1,0,0,NA,NA,NA,NA
"7183",0.569154322147369,1992,5504050,"WI",0.5,0.069154322,1,1,388.3754,NA,406.45886,NA,NA,2309.417,1393.47,672.83203,459.36713,10181.212,NA,10731.267,NA,NA,11345.77,11374.65,11478.897,11807.345,NA,0,NA,NA,0,0,0,0,NA,0,NA,NA,0,0,1,0
"7184",0.402337372303009,1997,5504050,"WI",0.5,-0.097662628,0,1,672.83203,1393.47,2309.417,459.36713,544.43286,2037.354,3897.2166,1653.4733,781.01093,11478.897,11374.65,11345.77,11807.345,11769.92,12207.008,12368.37,13134.902,13871.038,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"7185",0.603936374187469,1999,5504050,"WI",0.5,0.10393637,1,1,544.43286,459.36713,672.83203,2037.354,3897.2166,1653.4733,781.01093,420.84787,548.87622,11769.92,11807.345,11478.897,12207.008,12368.37,13134.902,13871.038,13614.113,13761.42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"7186",0.541394889354706,2011,5504050,"WI",0.5,0.041394889,1,1,646.39447,680.57635,542.13,2633.7407,3164.707,1013.4813,522.3653,334.45203,505.20969,13292.368,13378.612,13250.383,12765.48,12883.404,12491.008,12640.137,12659.79,13157.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7187",0.461538463830948,1993,5504080,"WI",0.5,-0.038461536,0,1,165.94972,95.769806,NA,322.47092,4832.8521,542.60638,392.7579,805.58008,637.76074,10808.145,10832.934,NA,10797.489,10886.742,10951.233,10564.956,10342.829,10516.218,0,NA,1,0,0,0,0,0,0,NA,1,0,0,1,0,0
"7188",0.555450260639191,1994,5504080,"WI",0.5,0.055450261,1,1,322.47092,165.94972,95.769806,4832.8521,542.60638,392.7579,805.58008,637.76074,762.24341,10797.489,10808.145,10832.934,10886.742,10951.233,10564.956,10342.829,10516.218,10897.839,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"7189",0.404530733823776,1997,5504080,"WI",0.5,-0.095469266,0,1,392.7579,542.60638,4832.8521,805.58008,637.76074,762.24341,627.23273,580.37622,672.66656,10564.956,10951.233,10886.742,10342.829,10516.218,10897.839,11416.506,11328.944,12327.205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"7190",0.362174570560455,2001,5504080,"WI",0.5,-0.13782543,0,1,627.23273,762.24341,637.76074,580.37622,672.66656,905.28125,649.84894,511.00842,620.54932,11416.506,10897.839,10516.218,11328.944,12327.205,11140.63,11497.823,12818.954,12717.477,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"7191",0.391052186489105,2002,5504080,"WI",0.5,-0.10894781,0,1,580.37622,627.23273,762.24341,672.66656,905.28125,649.84894,511.00842,620.54932,581.99927,11328.944,11416.506,10897.839,12327.205,11140.63,11497.823,12818.954,12717.477,12612.932,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7192",0.528485774993896,2010,5504080,"WI",0.5,0.028485775,1,1,891.08466,1164.741,581.99927,10256.998,4206.0054,391.8649,215.98424,778.00323,2644.9958,12299.831,11876.772,12612.932,13711.934,13819.248,14212.77,14319.585,13819.056,14530.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7193",0.632371366024017,1994,5504110,"WI",0.5,0.13237137,1,1,478.91592,NA,413.67267,644.76038,405.18576,194.3044,141.65952,393.33572,7560.6211,11024.941,NA,10559.763,11127.592,10893.89,11051.93,11715.415,11489.846,12163.807,NA,0,0,0,0,0,1,0,NA,0,0,0,0,0,1,0
"7194",0.630298256874084,1999,5504110,"WI",0.5,0.13029826,1,1,393.33572,141.65952,194.3044,7560.6211,2245.3169,180.45206,263.78363,224.90805,234.59673,11489.846,11715.415,11051.93,12163.807,12390.232,13395.153,13166.763,13132.578,13274.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7196",0.572934985160828,1998,5504170,"WI",0.5,0.072934985,1,1,787.14417,289.40558,464.21072,10192.112,3398.5051,298.6897,449.30219,489.30667,1148.2787,13552.728,12576.321,12281.158,13374.534,13963.499,14767.775,15232.025,15766.549,16040.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7197",0.567134261131287,2016,5504170,"WI",0.5,0.067134261,1,1,306.48059,167.68599,156.20152,259.93652,NA,NA,NA,NA,NA,17123.07,18010.121,16575.045,29921.23,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"7200",0.556577742099762,2017,5504200,"WI",0.5,0.056577742,1,1,679.14362,401.74213,1507.8242,NA,NA,NA,NA,NA,NA,14914.85,12604.871,13959.25,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"7202",0.509389698505402,2001,5504230,"WI",0.5,0.0093896985,1,1,390.43973,544.74469,4281.4683,736.9256,1001.968,589.60693,882.67688,549.9447,472.40701,11374.478,11491.948,11079.205,11330.027,10962.798,11123.438,11379.721,10632.265,10853.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7203",0.610377371311188,2009,5504230,"WI",0.5,0.11037737,1,1,746.18274,570.21594,472.40701,6745.8232,4146.5596,808.9718,524.91675,567.22583,515.08423,10890.116,10410.324,10853.122,12237.452,11714.36,11600.238,11248.623,11124.856,11523.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7204",0.58651477098465,1994,5504290,"WI",0.5,0.086514771,1,1,270.83704,NA,846.5567,2671.2168,1301.1449,504.78577,6394.2012,4565.4766,444.13074,9448.499,NA,10125.958,9580.4717,10030.498,10667.542,10693.688,11119.59,10929.904,NA,0,0,0,1,0,0,0,NA,0,0,0,1,0,0,0
"7205",0.645557641983032,1997,5504290,"WI",0.5,0.14555764,1,1,504.78577,1301.1449,2671.2168,6394.2012,4565.4766,444.13074,293.69058,430.17877,6869.2148,10667.542,10030.498,9580.4717,10693.688,11119.59,10929.904,10860.218,11189.1,12023.031,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"7207",0.501646518707275,2002,5504290,"WI",0.5,0.0016465187,1,1,430.17877,293.69058,444.13074,6869.2148,4214.0698,252.50941,100.67293,178.89388,1425.0452,11189.1,10860.218,10929.904,12023.031,11837.086,11698.963,11245.427,11641.8,11635.298,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"7208",0.558681964874268,2007,5504290,"WI",0.5,0.058681965,1,1,178.89388,100.67293,252.50941,1425.0452,1078.0417,235.40808,372.67343,152.97151,131.26114,11641.8,11245.427,11698.963,11635.298,12462.826,12656.512,13054.313,11732.776,11386.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7209",0.627586185932159,2015,5504290,"WI",0.5,0.12758619,1,1,230.63382,131.06432,131.26114,4261.6904,3366.7051,NA,NA,NA,NA,11911.421,11803.297,11386.39,11611.559,12007.987,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA
"7210",0.614658355712891,2016,5504290,"WI",0.5,0.11465836,1,1,4261.6904,230.63382,131.06432,3366.7051,NA,NA,NA,NA,NA,11611.559,11911.421,11803.297,12007.987,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA
"7211",0.399404972791672,1993,5504320,"WI",0.5,-0.10059503,0,1,307.35898,376.31305,NA,646.77838,641.30334,5477.5161,1249.1567,579.02911,4653.3755,10176.478,9910.5488,NA,9893.0508,10241.762,10888.254,11121.605,11061.11,11327.594,0,NA,1,0,0,0,0,0,0,NA,1,0,0,1,0,0
"7212",0.525118052959442,1994,5504320,"WI",0.5,0.025118053,1,1,646.77838,307.35898,376.31305,641.30334,5477.5161,1249.1567,579.02911,4653.3755,2393.488,9893.0508,10176.478,9910.5488,10241.762,10888.254,11121.605,11061.11,11327.594,11726.053,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"7213",0.36638954281807,1997,5504320,"WI",0.5,-0.13361046,0,1,1249.1567,5477.5161,641.30334,579.02911,4653.3755,2393.488,604.96521,305.2128,159.5083,11121.605,10888.254,10241.762,11061.11,11327.594,11726.053,12393.527,12982.979,13951.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7214",0.464961260557175,2008,5504320,"WI",0.5,-0.035038739,0,1,187.77905,96.711357,116.26056,220.8147,302.83853,205.17952,283.01578,347.99033,414.56976,13331.589,13467.24,13592.671,13313.374,13717.05,12928.302,12346.813,12177.701,11983.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7215",0.39517542719841,2014,5504320,"WI",0.5,-0.10482457,0,1,414.56976,347.99033,283.01578,1812.899,3168.9312,8497.1797,NA,NA,NA,11983.249,12177.701,12346.813,12182.604,12187.807,13455.748,NA,NA,NA,0,0,0,1,0,NA,NA,NA,0,0,0,1,0,NA,NA,NA
"7216",0.538461565971375,2016,5504320,"WI",0.5,0.038461566,1,1,3168.9312,1812.899,414.56976,8497.1797,NA,NA,NA,NA,NA,12187.807,12182.604,11983.249,13455.748,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA
"7217",0.484886646270752,1994,5504350,"WI",0.5,-0.015113354,0,1,360.38721,NA,45.658203,408.04498,589.14612,330.45529,5274.3403,7364.0425,1146.3066,13382.379,NA,12784.297,13166.252,13172.418,13383.44,13004.479,14838.336,14534.579,NA,0,0,0,1,0,0,0,NA,0,1,0,1,0,0,0
"7218",0.398921847343445,1995,5504350,"WI",0.5,-0.10107815,0,1,408.04498,360.38721,NA,589.14612,330.45529,5274.3403,7364.0425,1146.3066,1525.4468,13166.252,13382.379,NA,13172.418,13383.44,13004.479,14838.336,14534.579,14177.889,0,NA,0,1,0,0,0,0,1,NA,0,1,0,0,0,0
"7220",0.561007976531982,1992,5504380,"WI",0.5,0.061007977,1,1,315.69928,NA,189.19536,NA,NA,900.32593,670.18915,626.1496,313.9895,8777.4473,NA,8959.1885,NA,NA,9080.3848,10526.011,11137.225,11722.274,NA,0,NA,NA,0,0,1,0,NA,0,NA,NA,0,0,1,1
"7221",0.54758620262146,1997,5504380,"WI",0.5,0.047586203,1,1,626.1496,670.18915,900.32593,313.9895,1053.105,1334.4822,2769.7952,919.90118,8411.7861,11137.225,10526.011,9080.3848,11722.274,12467.795,11885.59,13977.758,14477.2,15022.841,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1
"7224",0.386088699102402,2001,5504380,"WI",0.5,-0.1139113,0,1,2769.7952,1334.4822,1053.105,919.90118,8411.7861,2703.4207,100.19032,55.520351,104.93129,13977.758,11885.59,12467.795,14477.2,15022.841,15396.843,15187.183,15304.397,16133.185,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0
"7225",0.558225512504578,2002,5504380,"WI",0.5,0.058225513,1,1,919.90118,2769.7952,1334.4822,8411.7861,2703.4207,100.19032,55.520351,104.93129,212.63121,14477.2,13977.758,11885.59,15022.841,15396.843,15187.183,15304.397,16133.185,16179.5,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1
"7226",0.537648618221283,2003,5504380,"WI",0.5,0.037648618,1,1,8411.7861,919.90118,2769.7952,2703.4207,100.19032,55.520351,104.93129,212.63121,157.2636,15022.841,14477.2,13977.758,15396.843,15187.183,15304.397,16133.185,16179.5,16145.729,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
"7228",0.53804349899292,1992,5504440,"WI",0.5,0.038043499,1,1,242.10112,NA,268.18655,NA,NA,354.49274,292.95847,389.01437,431.52679,10058.335,NA,9869.2646,NA,NA,10347.811,10514.337,10416.457,10429.941,NA,0,NA,NA,0,0,0,0,NA,0,NA,NA,0,0,0,0
"7229",0.41049799323082,1999,5504440,"WI",0.5,-0.089502007,0,1,523.94873,431.52679,389.01437,231.95078,3672.3679,17617.545,3212.4358,197.97975,42.577908,10597.381,10429.941,10416.457,11139.56,11485.029,12902.477,13279.379,13263.013,13311.902,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"7230",0.539191424846649,2000,5504440,"WI",0.5,0.039191425,1,1,231.95078,523.94873,431.52679,3672.3679,17617.545,3212.4358,197.97975,42.577908,20.564007,11139.56,10597.381,10429.941,11485.029,12902.477,13279.379,13263.013,13311.902,13474.565,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7231",0.550582468509674,1992,5504500,"WI",0.5,0.050582469,1,1,435.99945,NA,234.90953,NA,NA,2248.3906,870.48877,798.33679,840.7428,11859.659,NA,12201.795,NA,NA,12341.074,12588.451,12629.111,13312.388,NA,0,NA,NA,0,0,0,0,NA,0,NA,NA,0,0,0,0
"7232",0.431210190057755,2002,5504500,"WI",0.5,-0.06878981,0,1,641.25189,975.62451,873.90131,619.64423,482.26559,507.83499,382.02707,415.22498,535.52295,13667.499,13408.107,13233.867,14098.897,14306.186,13914.083,14359.638,14148.305,13999.119,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"7233",0.474236637353897,2003,5504500,"WI",0.5,-0.025763363,0,1,619.64423,641.25189,975.62451,482.26559,507.83499,382.02707,415.22498,535.52295,339.31036,14098.897,13667.499,13408.107,14306.186,13914.083,14359.638,14148.305,13999.119,13296.811,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7236",0.639855921268463,2012,5504530,"WI",0.5,0.13985592,1,1,890.53119,392.39124,836.35333,4896.8018,647.28638,219.57007,490.42615,574.4585,NA,12327.28,13128.664,13149.207,12526.409,13190.305,13417.927,13836.23,14462.441,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA
"7238",0.477982372045517,1997,5504590,"WI",0.5,-0.022017628,0,1,1136.0944,492.34799,510.05627,2741.6318,2907.918,916.27234,346.0097,436.65833,509.34085,9696.0059,9138.459,9590.8779,10780.152,10889.677,10905.229,10482.446,11176.373,11504.692,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7240",0.454204201698303,1996,5504620,"WI",0.5,-0.045795798,0,1,1116.6105,799.34088,NA,1218.7523,7534.7021,6080.1489,2269.6599,1683.0804,2449.2339,18646.344,19100.039,NA,21128.398,24093.277,25020.893,25032.092,25602.623,23687.344,0,NA,1,0,0,0,0,0,0,NA,1,0,0,0,0,0
"7241",0.508640110492706,1997,5504620,"WI",0.5,0.0086401105,1,1,1218.7523,1116.6105,799.34088,7534.7021,6080.1489,2269.6599,1683.0804,2449.2339,533.44049,21128.398,18646.344,19100.039,24093.277,25020.893,25032.092,25602.623,23687.344,22549.486,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7243",0.460258781909943,1996,5504650,"WI",0.5,-0.039741218,0,1,460.64557,580.875,NA,377.52328,792.44617,8151.8369,2079.302,1090.385,369.41888,9589.6533,10042.124,NA,10080.037,10276.933,11651.985,11766.96,12480.332,13529.323,0,NA,1,0,0,0,0,0,0,NA,1,0,0,0,0,0
"7244",0.531380772590637,1997,5504650,"WI",0.5,0.031380773,1,1,377.52328,460.64557,580.875,792.44617,8151.8369,2079.302,1090.385,369.41888,391.59378,10080.037,9589.6533,10042.124,10276.933,11651.985,11766.96,12480.332,13529.323,14744.126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7245",0.536500573158264,2016,5504650,"WI",0.5,0.036500573,1,1,1331.0199,687.20404,778.66144,2027.8451,NA,NA,NA,NA,NA,19501.176,19692.521,19083.85,21559.045,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"7247",0.512712597846985,1999,5504680,"WI",0.5,0.012712598,1,1,663.31012,334.32391,348.94238,2670.999,6521.8403,2494.4697,453.83981,181.12158,190.54602,10744.772,10307.896,10061.778,10978.115,11456.572,12422.982,12465.195,12547.805,12893.856,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"7248",0.497897297143936,2005,5504680,"WI",0.5,-0.0021027029,0,1,190.54602,181.12158,453.83981,153.35811,496.11023,449.75427,561.41986,476.85629,414.04016,12893.856,12547.805,12465.195,12489.644,12466.743,12552.913,13347.642,13907.854,13537.718,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"7249",0.557498693466187,2006,5504680,"WI",0.5,0.057498693,1,1,153.35811,190.54602,181.12158,496.11023,449.75427,561.41986,476.85629,414.04016,510.57062,12489.644,12893.856,12547.805,12466.743,12552.913,13347.642,13907.854,13537.718,12510.865,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7252",0.552971601486206,1996,5504740,"WI",0.5,0.052971601,1,1,257.73593,324.50732,NA,3424.0623,12883.63,2280.8562,268.1925,472.74625,594.33002,10365.332,10677.742,NA,10812.148,11744.478,12472.688,12314.882,12831.918,12957.694,0,NA,0,0,0,0,0,0,1,NA,0,0,0,0,0,0
"7253",0.5287224650383,2006,5504740,"WI",0.5,0.028722465,1,1,325.37634,191.95605,300.90417,1487.7291,3066.1292,1152.5027,314.96347,287.74576,259.50684,12844.865,12868.458,13013.202,12902.106,12768.698,13019.55,13026.921,12782.863,12025.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7256",0.507299244403839,2010,5504800,"WI",0.5,0.0072992444,1,1,382.99643,238.52493,237.66359,1780.5865,885.32538,732.54175,301.4166,807.25879,321.37027,16107.922,15420.314,14524.168,15662.726,14265.703,14771.57,14226.863,14470.38,15325.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7258",0.435897439718247,1994,5504830,"WI",0.5,-0.06410256,0,1,529.02399,1294.8903,3343.7693,1917.9005,3261.1592,423.9881,1366.6659,6503.2051,1588.4858,12231.676,12807.407,11923.963,12240.332,12871.917,12856.219,13446.739,13975.35,13725.479,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"7259",0.642149925231934,1997,5504830,"WI",0.5,0.14214993,1,1,423.9881,3261.1592,1917.9005,1366.6659,6503.2051,1588.4858,593.42859,816.64899,329.96716,12856.219,12871.917,12240.332,13446.739,13975.35,13725.479,14043.47,14084.801,14536.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7260",0.395654946565628,2007,5504830,"WI",0.5,-0.10434505,0,1,438.52325,441.06781,374.23251,176.59584,343.41949,430.57547,491.63403,439.89731,651.71771,13755.16,13499.292,13955.615,13682.938,14499.037,14262.496,13806.39,13359.326,12926.316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"7261",0.530181527137756,2012,5504830,"WI",0.5,0.030181527,1,1,439.89731,491.63403,430.57547,651.71771,5843.1572,3628.6362,547.55933,289.94232,NA,13359.326,13806.39,14262.496,12926.316,13007.126,13365.207,12971.574,13125.892,NA,0,0,0,0,0,1,0,NA,0,0,0,0,0,1,0,NA
"7262",0.520266652107239,2016,5504830,"WI",0.5,0.020266652,1,1,547.55933,3628.6362,5843.1572,289.94232,NA,NA,NA,NA,NA,12971.574,13365.207,13007.126,13125.892,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"7263",0.569659471511841,1997,5504860,"WI",0.5,0.069659472,1,1,731.41388,197.96564,130.41489,2095.1345,11930.343,6668.9907,647.67114,398.1926,410.79703,11353.69,10740.205,11072.961,11820.922,12573.821,13166.078,14212.915,13720.438,14480.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7266",0.503524661064148,1994,5504920,"WI",0.5,0.0035246611,1,1,137.02888,NA,303.48801,495.46201,5437.2456,3398.4939,386.63123,269.76089,264.29306,10019.156,NA,10766.386,10598.953,11268.729,11172.099,11691.347,11535.391,11297.037,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1
"7267",0.415750920772552,2000,5504920,"WI",0.5,-0.084249079,0,1,264.29306,269.76089,386.63123,210.83417,970.50806,4203.8032,498.37704,178.04343,154.80962,11297.037,11535.391,11691.347,11030.806,10979.67,11572.781,11928.755,12198.126,11746.28,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"7269",0.537057816982269,2006,5504920,"WI",0.5,0.037057817,1,1,154.80962,178.04343,498.37704,1098.7106,248.29994,231.83794,254.05531,566.84058,236.7594,11746.28,12198.126,11928.755,11876.353,11554.322,12296.414,12370.43,12460.671,11528.467,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"7271",0.368108868598938,2017,5504920,"WI",0.5,-0.13189113,0,1,136.95955,147.93971,189.42157,NA,NA,NA,NA,NA,NA,11981.011,11749.424,11376.931,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"7273",0.540488719940186,2007,5504960,"WI",0.5,0.04048872,1,1,476.30743,298.24078,582.08423,529.46643,8669.3291,5122.2334,865.85168,44.805901,285.24966,12682.249,12895.408,12740.966,13089.392,13182.534,13821.288,15575.436,13157.457,12667.496,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
